Code,Label,Year,Estimated resident population (no.),Population density (persons/km2),Estimated resident population - males (no.),Estimated resident population - females (no.),Median age - males (years),Median age - females (years),Median age - persons (years),Working age population (aged 15-64 years) (no.),Working age population (aged 15-64 years) (%),Males - 0-4 years (no.),Males - 5-9 years (no.),Males - 10-14 years (no.),Males - 15-19 years (no.),Males - 20-24 years (no.),Males - 25-29 years (no.),Males - 30-34 years (no.),Males - 35-39 years (no.),Males - 40-44 years (no.),Males - 45-49 years (no.),Males - 50-54 years (no.),Males - 55-59 years (no.),Males - 60-64 years (no.),Males - 65-69 years (no.),Males - 70-74 years (no.),Males - 75-79 years (no.),Males - 80-84 years (no.),Males - 85 and over (no.),Males - 0-4 years (%),Males - 5-9 years (%),Males - 10-14 years (%),Males - 15-19 years (%),Males - 20-24 years (%),Males - 25-29 years (%),Males - 30-34 years (%),Males - 35-39 years (%),Males - 40-44 years (%),Males - 45-49 years (%),Males - 50-54 years (%),Males - 55-59 years (%),Males - 60-64 years (%),Males - 65-69 years (%),Males - 70-74 years (%),Males - 75-79 years (%),Males - 80-84 years (%),Males - 85 and over (%),Females - 0-4 years (no.),Females - 5-9 years (no.),Females - 10-14 years (no.),Females - 15-19 years (no.),Females - 20-24 years (no.),Females - 25-29 years (no.),Females - 30-34 years (no.),Females - 35-39 years (no.),Females - 40-44 years (no.),Females - 45-49 years (no.),Females - 50-54 years (no.),Females - 55-59 years (no.),Females - 60-64 years (no.),Females - 65-69 years (no.),Females - 70-74 years (no.),Females - 75-79 years (no.),Females - 80-84 years (no.),Females - 85 and over (no.),Females - 0-4 years (%),Females - 5-9 years (%),Females - 10-14 years (%),Females - 15-19 years (%),Females - 20-24 years (%),Females - 25-29 years (%),Females - 30-34 years (%),Females - 35-39 years (%),Females - 40-44 years (%),Females - 45-49 years (%),Females - 50-54 years (%),Females - 55-59 years (%),Females - 60-64 years (%),Females - 65-69 years (%),Females - 70-74 years (%),Females - 75-79 years (%),Females - 80-84 years (%),Females - 85 and over (%),Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%),Births (no.),Total fertility rate (births per female) (rate),Deaths (no.),"Standardised death rate (per 1,000 people) (rate)"
50,Major Cities of Australia,2019.0,2085159.0,728.8,1035996.0,1049163.0,36.1,37.5,36.7,1377761.0,66.1,70195.0,69617.0,67597.0,63019.0,71294.0,76221.0,82456.0,78597.0,68243.0,70445.0,63834.0,60935.0,52291.0,45442.0,38624.0,25892.0,17087.0,14207.0,6.8,6.7,6.5,6.1,6.9,7.4,8.0,7.6,6.6,6.8,6.2,5.9,5.0,4.4,3.7,2.5,1.6,1.4,65850.0,66492.0,63435.0,59888.0,68055.0,77033.0,83763.0,78374.0,68792.0,70729.0,64960.0,62675.0,56157.0,49100.0,40796.0,28518.0,21073.0,23473.0,6.3,6.3,6.0,5.7,6.5,7.3,8.0,7.5,6.6,6.7,6.2,6.0,5.4,4.7,3.9,2.7,2.0,2.2,136045.0,136109.0,131032.0,122907.0,139349.0,153254.0,166219.0,156971.0,137035.0,141174.0,128794.0,123610.0,108448.0,94542.0,79420.0,54410.0,38160.0,37680.0,6.5,6.5,6.3,5.9,6.7,7.3,8.0,7.5,6.6,6.8,6.2,5.9,5.2,4.5,3.8,2.6,1.8,1.8,26624.0,1.73,11580.0,4.9
50,Major Cities of Australia,2020.0,2132067.0,745.2,1058474.0,1073593.0,36.5,37.8,37.1,1401745.0,65.7,70016.0,70751.0,70006.0,63863.0,71521.0,75931.0,82614.0,81742.0,69915.0,70848.0,65846.0,62300.0,54523.0,46850.0,40989.0,27503.0,18103.0,15153.0,6.6,6.7,6.6,6.0,6.8,7.2,7.8,7.7,6.6,6.7,6.2,5.9,5.2,4.4,3.9,2.6,1.7,1.4,65923.0,67537.0,65741.0,60444.0,68401.0,76553.0,84496.0,81674.0,70732.0,71206.0,66544.0,64067.0,58525.0,51548.0,43776.0,30053.0,22081.0,24292.0,6.1,6.3,6.1,5.6,6.4,7.1,7.9,7.6,6.6,6.6,6.2,6.0,5.5,4.8,4.1,2.8,2.1,2.3,135939.0,138288.0,135747.0,124307.0,139922.0,152484.0,167110.0,163416.0,140647.0,142054.0,132390.0,126367.0,113048.0,98398.0,84765.0,57556.0,40184.0,39445.0,6.4,6.5,6.4,5.8,6.6,7.2,7.8,7.7,6.6,6.7,6.2,5.9,5.3,4.6,4.0,2.7,1.9,1.9,25599.0,1.68,11472.0,4.7
50,Major Cities of Australia,2021.0,2161813.0,755.6,1073843.0,1087970.0,36.9,38.2,37.6,1413878.0,65.4,69502.0,71918.0,71766.0,64620.0,70135.0,74890.0,81845.0,84139.0,72279.0,70412.0,68567.0,62950.0,55931.0,47929.0,42703.0,29140.0,19040.0,16077.0,6.5,6.7,6.7,6.0,6.5,7.0,7.6,7.8,6.7,6.6,6.4,5.9,5.2,4.5,4.0,2.7,1.8,1.5,65602.0,68214.0,67385.0,61330.0,66940.0,74825.0,84509.0,83891.0,73447.0,70599.0,68660.0,64385.0,59524.0,52899.0,46097.0,31450.0,23016.0,25197.0,6.0,6.3,6.2,5.6,6.2,6.9,7.8,7.7,6.8,6.5,6.3,5.9,5.5,4.9,4.2,2.9,2.1,2.3,135104.0,140132.0,139151.0,125950.0,137075.0,149715.0,166354.0,168030.0,145726.0,141011.0,137227.0,127335.0,115455.0,100828.0,88800.0,60590.0,42056.0,41274.0,6.2,6.5,6.4,5.8,6.3,6.9,7.7,7.8,6.7,6.5,6.3,5.9,5.3,4.7,4.1,2.8,1.9,1.9,26957.0,1.68,12157.0,4.7
50,Major Cities of Australia,2022.0,2197476.0,768.1,1092518.0,1104958.0,37.1,38.5,37.8,1435561.0,65.3,69056.0,73031.0,72371.0,67204.0,70705.0,76307.0,82137.0,85675.0,75430.0,69612.0,70558.0,63097.0,57371.0,48636.0,42674.0,31772.0,20138.0,16744.0,6.3,6.7,6.6,6.2,6.5,7.0,7.5,7.8,6.9,6.4,6.5,5.8,5.3,4.5,3.9,2.9,1.8,1.5,65429.0,68816.0,68353.0,63480.0,66945.0,75123.0,84009.0,86037.0,76259.0,70060.0,70688.0,64367.0,60497.0,54000.0,46575.0,34439.0,23962.0,25919.0,5.9,6.2,6.2,5.7,6.1,6.8,7.6,7.8,6.9,6.3,6.4,5.8,5.5,4.9,4.2,3.1,2.2,2.3,134485.0,141847.0,140724.0,130684.0,137650.0,151430.0,166146.0,171712.0,151689.0,139672.0,141246.0,127464.0,117868.0,102636.0,89249.0,66211.0,44100.0,42663.0,6.1,6.5,6.4,5.9,6.3,6.9,7.6,7.8,6.9,6.4,6.4,5.8,5.4,4.7,4.1,3.0,2.0,1.9,24929.0,1.63,13299.0,4.7
50,Major Cities of Australia,2023.0,2279779.0,796.8,1134397.0,1143100.0,36.8,38.3,37.6,1498788.0,65.8,68783.0,74302.0,73706.0,71389.0,75742.0,84329.0,86583.0,89127.0,80501.0,70419.0,71806.0,63337.0,59119.0,49595.0,42907.0,34251.0,20872.0,17629.0,6.1,6.5,6.5,6.3,6.7,7.4,7.6,7.9,7.1,6.2,6.3,5.6,5.2,4.4,3.8,3.0,1.8,1.6,65239.0,70138.0,69812.0,67020.0,71243.0,80907.0,87775.0,89482.0,80472.0,70767.0,72181.0,64724.0,61865.0,55059.0,47683.0,37249.0,24701.0,26783.0,5.7,6.1,6.1,5.9,6.2,7.1,7.7,7.8,7.0,6.2,6.3,5.7,5.4,4.8,4.2,3.3,2.2,2.3,134022.0,144440.0,143518.0,138409.0,146985.0,165236.0,174358.0,178609.0,160973.0,141186.0,143987.0,128061.0,120984.0,104654.0,90590.0,71500.0,45573.0,44412.0,5.9,6.3,6.3,6.1,6.5,7.3,7.7,7.8,7.1,6.2,6.3,5.6,5.3,4.6,4.0,3.1,2.0,2.0,25396.0,1.59,13378.0,4.8
50,Major Cities of Australia,2024.0,2351188.0,821.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Inner Regional Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2435.0,1.97,1405.0,5.4
51,Inner Regional Australia,2019.0,230977.0,10.3,116165.0,114812.0,40.6,42.2,41.4,144945.0,62.8,7108.0,7947.0,8202.0,7091.0,6144.0,6321.0,7042.0,7310.0,7206.0,8377.0,7945.0,7950.0,7484.0,6791.0,5882.0,3642.0,2190.0,1533.0,6.1,6.8,7.1,6.1,5.3,5.4,6.1,6.3,6.2,7.2,6.8,6.8,6.4,5.8,5.1,3.1,1.9,1.3,6563.0,7376.0,7811.0,6676.0,5180.0,6095.0,6934.0,7499.0,7423.0,8194.0,7996.0,8242.0,7836.0,6846.0,5601.0,3685.0,2513.0,2342.0,5.7,6.4,6.8,5.8,4.5,5.3,6.0,6.5,6.5,7.1,7.0,7.2,6.8,6.0,4.9,3.2,2.2,2.0,13671.0,15323.0,16013.0,13767.0,11324.0,12416.0,13976.0,14809.0,14629.0,16571.0,15941.0,16192.0,15320.0,13637.0,11483.0,7327.0,4703.0,3875.0,5.9,6.6,6.9,6.0,4.9,5.4,6.1,6.4,6.3,7.2,6.9,7.0,6.6,5.9,5.0,3.2,2.0,1.7,2393.0,1.89,1415.0,5.2
51,Inner Regional Australia,2020.0,234924.0,10.4,118459.0,116465.0,41.1,42.8,41.9,146413.0,62.3,6945.0,8015.0,8404.0,7097.0,6124.0,6393.0,7157.0,7452.0,7269.0,8316.0,8122.0,8105.0,7803.0,7018.0,6304.0,3925.0,2380.0,1630.0,5.9,6.8,7.1,6.0,5.2,5.4,6.0,6.3,6.1,7.0,6.9,6.8,6.6,5.9,5.3,3.3,2.0,1.4,6440.0,7280.0,8015.0,6644.0,5153.0,6021.0,6895.0,7601.0,7454.0,8161.0,8148.0,8364.0,8134.0,7088.0,6029.0,3907.0,2686.0,2445.0,5.5,6.3,6.9,5.7,4.4,5.2,5.9,6.5,6.4,7.0,7.0,7.2,7.0,6.1,5.2,3.4,2.3,2.1,13385.0,15295.0,16419.0,13741.0,11277.0,12414.0,14052.0,15053.0,14723.0,16477.0,16270.0,16469.0,15937.0,14106.0,12333.0,7832.0,5066.0,4075.0,5.7,6.5,7.0,5.8,4.8,5.3,6.0,6.4,6.3,7.0,6.9,7.0,6.8,6.0,5.2,3.3,2.2,1.7,2332.0,1.86,1406.0,0.5
51,Inner Regional Australia,2021.0,239254.0,10.6,121052.0,118202.0,41.7,43.3,42.5,147955.0,61.8,6807.0,8099.0,8658.0,7239.0,6073.0,6339.0,7210.0,7590.0,7529.0,8172.0,8462.0,8271.0,8057.0,7276.0,6751.0,4233.0,2551.0,1735.0,5.6,6.7,7.2,6.0,5.0,5.2,6.0,6.3,6.2,6.8,7.0,6.8,6.7,6.0,5.6,3.5,2.1,1.4,6278.0,7388.0,8090.0,6745.0,5022.0,5866.0,6887.0,7759.0,7584.0,8004.0,8412.0,8314.0,8420.0,7386.0,6477.0,4185.0,2796.0,2589.0,5.3,6.3,6.8,5.7,4.2,5.0,5.8,6.6,6.4,6.8,7.1,7.0,7.1,6.2,5.5,3.5,2.4,2.2,13085.0,15487.0,16748.0,13984.0,11095.0,12205.0,14097.0,15349.0,15113.0,16176.0,16874.0,16585.0,16477.0,14662.0,13228.0,8418.0,5347.0,4324.0,5.5,6.5,7.0,5.8,4.6,5.1,5.9,6.4,6.3,6.8,7.1,6.9,6.9,6.1,5.5,3.5,2.2,1.8,2576.0,1.89,1618.0,4.9
51,Inner Regional Australia,2022.0,243296.0,10.8,122926.0,120370.0,41.9,43.5,42.7,149827.0,61.6,6886.0,8063.0,8777.0,7597.0,5970.0,6238.0,7208.0,7746.0,7738.0,8001.0,8589.0,8396.0,8202.0,7466.0,6758.0,4722.0,2662.0,1907.0,5.6,6.6,7.1,6.2,4.9,5.1,5.9,6.3,6.3,6.5,7.0,6.8,6.7,6.1,5.5,3.8,2.2,1.6,6424.0,7338.0,8068.0,7191.0,5055.0,5705.0,7032.0,7768.0,7842.0,7818.0,8654.0,8370.0,8707.0,7589.0,6542.0,4649.0,2884.0,2734.0,5.3,6.1,6.7,6.0,4.2,4.7,5.8,6.5,6.5,6.5,7.2,7.0,7.2,6.3,5.4,3.9,2.4,2.3,13310.0,15401.0,16845.0,14788.0,11025.0,11943.0,14240.0,15514.0,15580.0,15819.0,17243.0,16766.0,16909.0,15055.0,13300.0,9371.0,5546.0,4641.0,5.5,6.3,6.9,6.1,4.5,4.9,5.9,6.4,6.4,6.5,7.1,6.9,6.9,6.2,5.5,3.9,2.3,1.9,2402.0,1.9,1673.0,4.9
51,Inner Regional Australia,2023.0,249046.0,11.1,125840.0,123112.0,41.9,43.6,42.8,153137.0,61.5,6900.0,8025.0,8881.0,8061.0,6215.0,6411.0,7393.0,7924.0,7933.0,7888.0,8803.0,8428.0,8397.0,7694.0,6841.0,5170.0,2830.0,2046.0,5.5,6.4,7.1,6.4,4.9,5.1,5.9,6.3,6.3,6.3,7.0,6.7,6.7,6.1,5.4,4.1,2.2,1.6,6402.0,7424.0,8067.0,7568.0,5237.0,5878.0,7172.0,7911.0,8156.0,7831.0,8681.0,8413.0,8837.0,7900.0,6736.0,5062.0,2998.0,2839.0,5.2,6.0,6.6,6.1,4.3,4.8,5.8,6.4,6.6,6.4,7.1,6.8,7.2,6.4,5.5,4.1,2.4,2.3,13302.0,15449.0,16948.0,15629.0,11452.0,12289.0,14565.0,15835.0,16089.0,15719.0,17484.0,16841.0,17234.0,15594.0,13577.0,10232.0,5828.0,4885.0,5.3,6.2,6.8,6.3,4.6,4.9,5.9,6.4,6.5,6.3,7.0,6.8,6.9,6.3,5.5,4.1,2.3,2.0,2485.0,1.92,1710.0,0.5
51,Inner Regional Australia,2024.0,255030.0,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Outer Regional Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.0,2.13,1381.0,6.1
52,Outer Regional Australia,2019.0,187379.0,2.1,94635.0,92744.0,41.1,41.8,41.4,116513.0,62.2,5975.0,6407.0,6395.0,5700.0,5059.0,5417.0,5588.0,5598.0,5524.0,6351.0,6442.0,6793.0,6438.0,5636.0,4652.0,3147.0,2030.0,1483.0,6.3,6.8,6.8,6.0,5.3,5.7,5.9,5.9,5.8,6.7,6.8,7.2,6.8,6.0,4.9,3.3,2.1,1.6,5729.0,6194.0,6140.0,5237.0,4452.0,5234.0,5718.0,5713.0,5592.0,6412.0,6295.0,6806.0,6144.0,5428.0,4329.0,3107.0,2159.0,2055.0,6.2,6.7,6.6,5.6,4.8,5.6,6.2,6.2,6.0,6.9,6.8,7.3,6.6,5.9,4.7,3.4,2.3,2.2,11704.0,12601.0,12535.0,10937.0,9511.0,10651.0,11306.0,11311.0,11116.0,12763.0,12737.0,13599.0,12582.0,11064.0,8981.0,6254.0,4189.0,3538.0,6.2,6.7,6.7,5.8,5.1,5.7,6.0,6.0,5.9,6.8,6.8,7.3,6.7,5.9,4.8,3.3,2.2,1.9,2213.0,2.08,1397.0,5.8
52,Outer Regional Australia,2020.0,189079.0,2.1,95700.0,93379.0,41.5,42.3,41.9,116890.0,61.8,5813.0,6364.0,6523.0,5640.0,5020.0,5480.0,5605.0,5733.0,5511.0,6226.0,6491.0,6877.0,6624.0,5803.0,4963.0,3368.0,2101.0,1558.0,6.1,6.6,6.8,5.9,5.2,5.7,5.9,6.0,5.8,6.5,6.8,7.2,6.9,6.1,5.2,3.5,2.2,1.6,5550.0,6041.0,6283.0,5165.0,4456.0,5158.0,5674.0,5762.0,5602.0,6293.0,6367.0,6807.0,6399.0,5595.0,4645.0,3161.0,2283.0,2138.0,5.9,6.5,6.7,5.5,4.8,5.5,6.1,6.2,6.0,6.7,6.8,7.3,6.9,6.0,5.0,3.4,2.4,2.3,11363.0,12405.0,12806.0,10805.0,9476.0,10638.0,11279.0,11495.0,11113.0,12519.0,12858.0,13684.0,13023.0,11398.0,9608.0,6529.0,4384.0,3696.0,6.0,6.6,6.8,5.7,5.0,5.6,6.0,6.1,5.9,6.6,6.8,7.2,6.9,6.0,5.1,3.5,2.3,2.0,2189.0,2.05,1409.0,5.7
52,Outer Regional Australia,2021.0,190945.0,2.1,96860.0,94085.0,42.0,42.8,42.4,117332.0,61.4,5682.0,6353.0,6578.0,5688.0,4927.0,5544.0,5659.0,5819.0,5475.0,6130.0,6595.0,6890.0,6834.0,6026.0,5260.0,3510.0,2214.0,1676.0,5.9,6.6,6.8,5.9,5.1,5.7,5.8,6.0,5.7,6.3,6.8,7.1,7.1,6.2,5.4,3.6,2.3,1.7,5380.0,6012.0,6252.0,5210.0,4413.0,5129.0,5559.0,5808.0,5733.0,6043.0,6474.0,6740.0,6662.0,5870.0,4886.0,3388.0,2331.0,2195.0,5.7,6.4,6.6,5.5,4.7,5.5,5.9,6.2,6.1,6.4,6.9,7.2,7.1,6.2,5.2,3.6,2.5,2.3,11062.0,12365.0,12830.0,10898.0,9340.0,10673.0,11218.0,11627.0,11208.0,12173.0,13069.0,13630.0,13496.0,11896.0,10146.0,6898.0,4545.0,3871.0,5.8,6.5,6.7,5.7,4.9,5.6,5.9,6.1,5.9,6.4,6.8,7.1,7.1,6.2,5.3,3.6,2.4,2.0,2200.0,2.1,1387.0,5.5
52,Outer Regional Australia,2022.0,192434.0,2.1,97421.0,95013.0,42.3,43.0,42.6,117603.0,61.1,5677.0,6262.0,6614.0,5999.0,4757.0,5501.0,5534.0,5826.0,5575.0,5841.0,6759.0,6782.0,6896.0,6224.0,5277.0,3741.0,2409.0,1747.0,5.8,6.4,6.8,6.2,4.9,5.6,5.7,6.0,5.7,6.0,6.9,7.0,7.1,6.4,5.4,3.8,2.5,1.8,5304.0,6035.0,6303.0,5503.0,4273.0,5091.0,5636.0,5919.0,5784.0,5873.0,6585.0,6572.0,6897.0,5926.0,4983.0,3627.0,2463.0,2239.0,5.6,6.4,6.6,5.8,4.5,5.4,5.9,6.2,6.1,6.2,6.9,6.9,7.3,6.2,5.2,3.8,2.6,2.4,10981.0,12297.0,12917.0,11502.0,9030.0,10592.0,11170.0,11745.0,11359.0,11714.0,13344.0,13354.0,13793.0,12150.0,10260.0,7368.0,4872.0,3986.0,5.7,6.4,6.7,6.0,4.7,5.5,5.8,6.1,5.9,6.1,6.9,6.9,7.2,6.3,5.3,3.8,2.5,2.1,2081.0,2.06,1525.0,5.5
52,Outer Regional Australia,2023.0,194306.0,2.2,98469.0,95762.0,42.2,43.0,42.6,118396.0,61.0,5669.0,6182.0,6595.0,6233.0,4904.0,5590.0,5553.0,5938.0,5703.0,5646.0,6727.0,6645.0,7026.0,6354.0,5349.0,4018.0,2441.0,1896.0,5.8,6.3,6.7,6.3,5.0,5.7,5.6,6.0,5.8,5.7,6.8,6.7,7.1,6.5,5.4,4.1,2.5,1.9,5243.0,5979.0,6226.0,5695.0,4182.0,5191.0,5795.0,6010.0,5811.0,5749.0,6541.0,6443.0,7014.0,6019.0,5148.0,3863.0,2517.0,2336.0,5.5,6.2,6.5,5.9,4.4,5.4,6.1,6.3,6.1,6.0,6.8,6.7,7.3,6.3,5.4,4.0,2.6,2.4,10912.0,12161.0,12821.0,11928.0,9086.0,10781.0,11348.0,11948.0,11514.0,11395.0,13268.0,13088.0,14040.0,12373.0,10497.0,7881.0,4958.0,4232.0,5.6,6.3,6.6,6.1,4.7,5.6,5.8,6.2,5.9,5.9,6.8,6.7,7.2,6.4,5.4,4.1,2.6,2.2,2102.0,2.03,1600.0,5.5
52,Outer Regional Australia,2024.0,196490.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Remote Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,2.25,380.0,5.6
53,Remote Australia,2019.0,89487.0,0.5,46499.0,42988.0,35.9,34.8,35.4,60296.0,67.4,3645.0,3648.0,3010.0,2445.0,2498.0,3318.0,3961.0,3703.0,3268.0,3415.0,3100.0,3188.0,2548.0,1803.0,1344.0,833.0,455.0,317.0,7.8,7.8,6.5,5.3,5.4,7.1,8.5,8.0,7.0,7.3,6.7,6.9,5.5,3.9,2.9,1.8,1.0,0.7,3376.0,3508.0,2989.0,2113.0,2279.0,3392.0,4017.0,3549.0,3023.0,2968.0,2743.0,2633.0,2135.0,1525.0,1112.0,745.0,463.0,418.0,7.9,8.2,7.0,4.9,5.3,7.9,9.3,8.3,7.0,6.9,6.4,6.1,5.0,3.5,2.6,1.7,1.1,1.0,7021.0,7156.0,5999.0,4558.0,4777.0,6710.0,7978.0,7252.0,6291.0,6383.0,5843.0,5821.0,4683.0,3328.0,2456.0,1578.0,918.0,735.0,7.8,8.0,6.7,5.1,5.3,7.5,8.9,8.1,7.0,7.1,6.5,6.5,5.2,3.7,2.7,1.8,1.0,0.8,1419.0,2.22,383.0,5.5
53,Remote Australia,2020.0,90760.0,0.5,47250.0,43510.0,36.3,35.1,35.7,60898.0,67.1,3650.0,3678.0,3107.0,2494.0,2506.0,3260.0,3942.0,3851.0,3328.0,3442.0,3121.0,3206.0,2675.0,1889.0,1389.0,867.0,499.0,346.0,7.7,7.8,6.6,5.3,5.3,6.9,8.3,8.2,7.0,7.3,6.6,6.8,5.7,4.0,2.9,1.8,1.1,0.7,3327.0,3558.0,3089.0,2110.0,2247.0,3338.0,4045.0,3728.0,2978.0,3038.0,2726.0,2648.0,2215.0,1618.0,1134.0,789.0,488.0,434.0,7.6,8.2,7.1,4.8,5.2,7.7,9.3,8.6,6.8,7.0,6.3,6.1,5.1,3.7,2.6,1.8,1.1,1.0,6977.0,7236.0,6196.0,4604.0,4753.0,6598.0,7987.0,7579.0,6306.0,6480.0,5847.0,5854.0,4890.0,3507.0,2523.0,1656.0,987.0,780.0,7.7,8.0,6.8,5.1,5.2,7.3,8.8,8.4,6.9,7.1,6.4,6.4,5.4,3.9,2.8,1.8,1.1,0.9,1463.0,2.22,403.0,5.4
53,Remote Australia,2021.0,91798.0,0.5,47925.0,43873.0,36.6,35.4,36.0,61250.0,66.7,3617.0,3728.0,3274.0,2494.0,2463.0,3160.0,3890.0,4013.0,3426.0,3410.0,3275.0,3154.0,2819.0,1930.0,1486.0,882.0,536.0,368.0,7.5,7.8,6.8,5.2,5.1,6.6,8.1,8.4,7.1,7.1,6.8,6.6,5.9,4.0,3.1,1.8,1.1,0.8,3299.0,3555.0,3219.0,2150.0,2164.0,3252.0,3996.0,3886.0,3046.0,2969.0,2791.0,2635.0,2257.0,1695.0,1214.0,813.0,493.0,439.0,7.5,8.1,7.3,4.9,4.9,7.4,9.1,8.9,6.9,6.8,6.4,6.0,5.1,3.9,2.8,1.9,1.1,1.0,6916.0,7283.0,6493.0,4644.0,4627.0,6412.0,7886.0,7899.0,6472.0,6379.0,6066.0,5789.0,5076.0,3625.0,2700.0,1695.0,1029.0,807.0,7.5,7.9,7.1,5.1,5.0,7.0,8.6,8.6,7.1,6.9,6.6,6.3,5.5,3.9,2.9,1.8,1.1,0.9,1431.0,2.21,425.0,5.5
53,Remote Australia,2022.0,92748.0,0.6,48634.0,44114.0,36.8,35.6,36.2,61799.0,66.6,3551.0,3771.0,3327.0,2635.0,2397.0,3219.0,3903.0,4128.0,3497.0,3350.0,3416.0,3133.0,2847.0,2082.0,1465.0,942.0,554.0,417.0,7.3,7.8,6.8,5.4,4.9,6.6,8.0,8.5,7.2,6.9,7.0,6.4,5.9,4.3,3.0,1.9,1.1,0.9,3327.0,3471.0,3231.0,2339.0,2114.0,3183.0,3904.0,4013.0,3095.0,2862.0,2838.0,2619.0,2307.0,1692.0,1269.0,865.0,502.0,483.0,7.5,7.9,7.3,5.3,4.8,7.2,8.8,9.1,7.0,6.5,6.4,5.9,5.2,3.8,2.9,2.0,1.1,1.1,6878.0,7242.0,6558.0,4974.0,4511.0,6402.0,7807.0,8141.0,6592.0,6212.0,6254.0,5752.0,5154.0,3774.0,2734.0,1807.0,1056.0,900.0,7.4,7.8,7.1,5.4,4.9,6.9,8.4,8.8,7.1,6.7,6.7,6.2,5.6,4.1,2.9,1.9,1.1,1.0,1273.0,2.14,432.0,5.4
53,Remote Australia,2023.0,93888.0,0.6,49107.0,44733.0,37.0,35.6,36.3,62616.0,66.7,3387.0,3769.0,3376.0,2714.0,2444.0,3327.0,3900.0,4170.0,3622.0,3320.0,3383.0,3123.0,2888.0,2182.0,1478.0,997.0,563.0,464.0,6.9,7.7,6.9,5.5,5.0,6.8,7.9,8.5,7.4,6.8,6.9,6.4,5.9,4.4,3.0,2.0,1.1,0.9,3263.0,3468.0,3274.0,2484.0,2131.0,3336.0,3913.0,3985.0,3315.0,2834.0,2765.0,2622.0,2340.0,1766.0,1272.0,909.0,530.0,526.0,7.3,7.8,7.3,5.6,4.8,7.5,8.7,8.9,7.4,6.3,6.2,5.9,5.2,3.9,2.8,2.0,1.2,1.2,6650.0,7237.0,6650.0,5198.0,4575.0,6663.0,7813.0,8155.0,6937.0,6154.0,6148.0,5745.0,5228.0,3948.0,2750.0,1906.0,1093.0,990.0,7.1,7.7,7.1,5.5,4.9,7.1,8.3,8.7,7.4,6.6,6.6,6.1,5.6,4.2,2.9,2.0,1.2,1.1,1287.0,2.04,428.0,5.4
53,Remote Australia,2024.0,94942.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Very Remote Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.0,2.01,299.0,8.2
